doc_id,token,label
997,?,O
997,Contact,O
997,billing.,O
997,Serving,O
997,clients,O
997,since,O
997,1998,O
997,Please,O
997,retain,O
997,this,O
997,document,O
997,for,O
997,your,O
997,records.,O
998,2397,O
998,Brookside,O
998,Boulevard,O
998,",",O
998,Lakewood,O
998,",",O
998,CO,O
998,78467,O
998,Sold,O
998,By,O
998,:,O
998,Ironwood,B-Vendor
998,Design,I-Vendor
998,Studio,I-Vendor
998,Trust,I-Vendor
998,Company,I-Vendor
998,Invoice,O
998,Number,O
998,:,O
998,INV-,O
998,11301,O
998,Date,O
998,:,O
998,2026-12-11,B-Date
998,Bill,O
998,To,O
998,:,O
998,Customer,O
998,Account,O
998,#,O
998,3447,O
998,Subtotal,O
998,:,O
998,"$1,028.20",O
998,GST,O
998,(,O
998,7.5%,O
998,),O
998,:,O
998,$77.11,B-Tax
998,Payment,O
998,is,O
998,due,O
998,within,O
998,15,O
998,days,O
998,of,O
998,the,O
998,invoice,O
998,date.,O
998,Balance,O
998,Due,O
998,:,O
998,"$1,105.31",B-Total
999,Sold,O
999,By,O
999,:,O
999,Pemberton,B-Vendor
999,&,I-Vendor
999,Lindqvist,I-Vendor
999,Energy,I-Vendor
999,Invoice,O
999,Number,O
999,:,O
999,INV-,O
999,49829,O
999,Date,O
999,:,O
999,2025-04-11,B-Date
999,Bill,O
999,To,O
999,:,O
999,Customer,O
999,Account,O
999,#,O
999,5284,O
999,9084,O
999,Sunset,O
999,Road,O
999,",",O
999,Stonegate,O
999,",",O
999,GA,O
999,33924,O
999,Subtotal,O
999,:,O
999,$788.16,O
999,VAT,O
999,(,O
999,9.0%,O
999,),O
999,:,O
999,$70.93,B-Tax
999,Amount,O
999,Due,O
999,:,O
999,$859.10,B-Total
999,Thank,O
999,you,O
999,for,O
999,your,O
999,business.,O
1000,Remit,O
1000,To,O
1000,:,O
1000,Voss,B-Vendor
1000,&,I-Vendor
1000,Doyle,I-Vendor
1000,Bakery,I-Vendor
1000,Date,O
1000,:,O
1000,02/24/2024,B-Date
1000,Bill,O
1000,To,O
1000,:,O
1000,Customer,O
1000,Account,O
1000,#,O
1000,9992,O
1000,Subtotal,O
1000,:,O
1000,"$3,063.53",O
1000,Tax,O
1000,Rate,O
1000,(,O
1000,5.0%,O
1000,),O
1000,:,O
1000,$153.18,B-Tax
1000,Invoice,O
1000,Total,O
1000,:,O
1000,"$3,216.71",B-Total
1000,We,O
1000,appreciate,O
1000,your,O
1000,prompt,O
1000,payment.,O
1000,Payment,O
1000,is,O
1000,due,O
1000,within,O
1000,15,O
1000,days,O
1000,of,O
1000,the,O
1000,invoice,O
1000,date.,O
1001,Remit,O
1001,To,O
1001,:,O
1001,Overlook,B-Vendor
1001,Automotive,I-Vendor
1001,&,I-Vendor
1001,Sons,I-Vendor
1001,3280,O
1001,Meadow,O
1001,Lane,O
1001,",",O
1001,Brookfield,O
1001,",",O
1001,WI,O
1001,52796,O
1001,Invoice,O
1001,Number,O
1001,:,O
1001,INV-,O
1001,81804,O
1001,Order,O
1001,Date,O
1001,:,O
1001,06/08/2025,B-Date
1001,Bill,O
1001,To,O
1001,:,O
1001,Customer,O
1001,Account,O
1001,#,O
1001,1879,O
1001,Subtotal,O
1001,:,O
1001,"$2,281.42",O
1001,Tax,O
1001,(,O
1001,8.0%,O
1001,),O
1001,:,O
1001,$182.51,B-Tax
1001,4,O
1001,x,O
1001,Custom,O
1001,Design,O
1001,Package,O
1001,Total,O
1001,Payable,O
1001,:,O
1001,"$2,463.94",B-Total
1001,This,O
1001,invoice,O
1001,was,O
1001,generated,O
1001,automatically.,O
1002,7730,O
1002,Foxglove,O
1002,Lane,O
1002,",",O
1002,Millbrook,O
1002,",",O
1002,NY,O
1002,27365,O
1002,Sold,O
1002,By,O
1002,:,O
1002,Anand,B-Vendor
1002,&,I-Vendor
1002,Kowalski,I-Vendor
1002,Automotive,I-Vendor
1002,A,O
1002,late,O
1002,fee,O
1002,of,O
1002,1.5%,O
1002,per,O
1002,month,O
1002,applies,O
1002,to,O
1002,overdue,O
1002,balances.,O
1002,+,O
1002,1,O
1002,(,O
1002,658,O
1002,),O
1002,605,O
1002,-,O
1002,6417,O
1002,Invoice,O
1002,Number,O
1002,:,O
1002,INV-,O
1002,95345,O
1002,Issued,O
1002,:,O
1002,01/26/2025,B-Date
1002,Subtotal,O
1002,:,O
1002,"$3,807.04",O
1002,Family,O
1002,owned,O
1002,since,O
1002,2004,O
1002,VAT,O
1002,(,O
1002,7.0%,O
1002,),O
1002,:,O
1002,$266.49,B-Tax
1002,Total,O
1002,:,O
1002,"$4,073.53",B-Total
1002,Payment,O
1002,is,O
1002,due,O
1002,within,O
1002,30,O
1002,days.,O
1002,Thank,O
1002,you,O
1002,for,O
1002,your,O
1002,business.,O
1003,Supplier,O
1003,:,O
1003,Millbrook,B-Vendor
1003,Design,I-Vendor
1003,Studio,I-Vendor
1003,Inc,I-Vendor
1003,Bill,O
1003,Date,O
1003,:,O
1003,07/22/2025,B-Date
1003,Please,O
1003,include,O
1003,the,O
1003,invoice,O
1003,number,O
1003,with,O
1003,your,O
1003,payment.,O
1003,Subtotal,O
1003,:,O
1003,"$2,216.63",O
1003,Sales,O
1003,Tax,O
1003,(,O
1003,6.0%,O
1003,),O
1003,:,O
1003,$133.00,B-Tax
1003,Amount,O
1003,Due,O
1003,:,O
1003,"$2,349.63",B-Total
1004,info,O
1004,@,O
1004,elmsworthexports.net,O
1004,Billed,O
1004,By,O
1004,:,O
1004,Elmsworth,B-Vendor
1004,Exports,I-Vendor
1004,Trust,I-Vendor
1004,Company,I-Vendor
1004,Invoice,O
1004,Number,O
1004,:,O
1004,INV-,O
1004,22301,O
1004,Date,O
1004,:,O
1004,2026-09-14,B-Date
1004,+,O
1004,1,O
1004,(,O
1004,703,O
1004,),O
1004,330,O
1004,-,O
1004,9793,O
1004,4394,O
1004,Aspen,O
1004,Street,O
1004,",",O
1004,Riverside,O
1004,",",O
1004,CA,O
1004,83596,O
1004,Bill,O
1004,To,O
1004,:,O
1004,Customer,O
1004,Account,O
1004,#,O
1004,8978,O
1004,Subtotal,O
1004,:,O
1004,"$3,015.49",O
1004,Sales,O
1004,Tax,O
1004,(,O
1004,5.0%,O
1004,),O
1004,:,O
1004,$150.77,B-Tax
1004,Balance,O
1004,Due,O
1004,:,O
1004,"$3,166.26",B-Total
1004,We,O
1004,appreciate,O
1004,your,O
1004,prompt,O
1004,payment.,O
1005,Disputes,O
1005,must,O
1005,be,O
1005,raised,O
1005,within,O
1005,30,O
1005,days,O
1005,of,O
1005,receipt.,O
1005,Billed,O
1005,By,O
1005,:,O
1005,Beacon,B-Vendor
1005,Pharmaceuticals,I-Vendor
1005,Date,O
1005,Issued,O
1005,:,O
1005,12/10/2026,B-Date
1005,Bill,O
1005,To,O
1005,:,O
1005,Customer,O
1005,Account,O
1005,#,O
1005,2774,O
1005,Subtotal,O
1005,:,O
1005,"$1,810.40",O
1005,Sales,O
1005,Tax,O
1005,(,O
1005,6.0%,O
1005,),O
1005,:,O
1005,$108.62,B-Tax
1005,+,O
1005,1,O
1005,(,O
1005,247,O
1005,),O
1005,659,O
1005,-,O
1005,1383,O
1005,Invoice,O
1005,Total,O
1005,:,O
1005,"$1,919.02",B-Total
1005,This,O
1005,invoice,O
1005,was,O
1005,generated,O
1005,automatically.,O
1006,Remit,O
1006,To,O
1006,:,O
1006,Marsh,B-Vendor
1006,&,I-Vendor
1006,Anand,I-Vendor
1006,Technologies,I-Vendor
1006,Invoice,O
1006,Number,O
1006,:,O
1006,INV-,O
1006,64248,O
1006,Bill,O
1006,Date,O
1006,:,O
1006,2025-10-25,B-Date
1006,Proud,O
1006,member,O
1006,of,O
1006,the,O
1006,Chamber,O
1006,of,O
1006,Commerce,O
1006,Subtotal,O
1006,:,O
1006,"$1,318.77",O
1006,Sales,O
1006,Tax,O
1006,(,O
1006,10.0%,O
1006,),O
1006,:,O
1006,$131.88,B-Tax
1006,Balance,O
1006,Due,O
1006,:,O
1006,"$1,450.65",B-Total
1006,Payment,O
1006,is,O
1006,due,O
1006,within,O
1006,30,O
1006,days.,O
1006,Thank,O
1006,you,O
1006,for,O
1006,your,O
1006,business.,O
1006,www.marshanandtechno.com,O
1007,Nightingale,B-Vendor
1007,Imports,I-Vendor
1007,Invoice,O
1007,Number,O
1007,:,O
1007,INV-,O
1007,26710,O
1007,Order,O
1007,Date,O
1007,:,O
1007,02/09/2025,B-Date
1007,Subtotal,O
1007,:,O
1007,$377.82,O
1007,GST,O
1007,(,O
1007,7.5%,O
1007,),O
1007,:,O
1007,$28.34,B-Tax
1007,www.nightingaleimpor.com,O
1007,Net,O
1007,Total,O
1007,:,O
1007,$406.16,B-Total
1007,Payment,O
1007,is,O
1007,due,O
1007,within,O
1007,30,O
1007,days.,O
1007,Thank,O
1007,you,O
1007,for,O
1007,your,O
1007,business.,O
1008,5802,O
1008,Pine,O
1008,Road,O
1008,",",O
1008,Highland,O
1008,Park,O
1008,",",O
1008,NJ,O
1008,48638,O
1008,Please,O
1008,include,O
1008,the,O
1008,invoice,O
1008,number,O
1008,with,O
1008,your,O
1008,payment.,O
1008,Issued,O
1008,By,O
1008,:,O
1008,Gable,B-Vendor
1008,Bakery,I-Vendor
1008,International,I-Vendor
1008,Invoice,O
1008,Number,O
1008,:,O
1008,INV-,O
1008,81684,O
1008,Bill,O
1008,Date,O
1008,:,O
1008,05/16/2024,B-Date
1008,Bill,O
1008,To,O
1008,:,O
1008,Customer,O
1008,Account,O
1008,#,O
1008,9557,O
1008,Subtotal,O
1008,:,O
1008,"$4,716.23",O
1008,GST,O
1008,(,O
1008,8.0%,O
1008,),O
1008,:,O
1008,$377.30,B-Tax
1008,+,O
1008,1,O
1008,(,O
1008,897,O
1008,),O
1008,840,O
1008,-,O
1008,7315,O
1008,Balance,O
1008,Due,O
1008,:,O
1008,"$5,093.53",B-Total
1008,Questions,O
1008,about,O
1008,this,O
1008,invoice,O
1008,?,O
1008,Contact,O
1008,billing.,O
1009,Remit,O
1009,To,O
1009,:,O
1009,Juniper,B-Vendor
1009,Insurance,I-Vendor
1009,Issued,O
1009,:,O
1009,07/23/2025,B-Date
1009,Subtotal,O
1009,:,O
1009,"$1,363.32",O
1009,GST,O
1009,(,O
1009,5.0%,O
1009,),O
1009,:,O
1009,$68.17,B-Tax
1009,Payment,O
1009,is,O
1009,due,O
1009,within,O
1009,15,O
1009,days,O
1009,of,O
1009,the,O
1009,invoice,O
1009,date.,O
1009,Balance,O
1009,Due,O
1009,:,O
1009,"$1,431.48",B-Total
1009,This,O
1009,invoice,O
1009,was,O
1009,generated,O
1009,automatically.,O
1009,8370,O
1009,Brookside,O
1009,Lane,O
1009,",",O
1009,Millbrook,O
1009,",",O
1009,NY,O
1009,77167,O
1009,+,O
1009,1,O
1009,(,O
1009,427,O
1009,),O
1009,981,O
1009,-,O
1009,8535,O
1009,info,O
1009,@,O
1009,juniperinsurance.net,O
1010,Billed,O
1010,By,O
1010,:,O
1010,Onyx,B-Vendor
1010,Packaging,I-Vendor
1010,Invoice,O
1010,Number,O
1010,:,O
1010,INV-,O
1010,34813,O
1010,www.onyxpackaging.com,O
1010,Order,O
1010,Date,O
1010,:,O
1010,2025-04-10,B-Date
1010,Bill,O
1010,To,O
1010,:,O
1010,Customer,O
1010,Account,O
1010,#,O
1010,8990,O
1010,Subtotal,O
1010,:,O
1010,"$3,057.28",O
1010,VAT,O
1010,(,O
1010,5.0%,O
1010,),O
1010,:,O
1010,$152.86,B-Tax
1010,+,O
1010,1,O
1010,(,O
1010,346,O
1010,),O
1010,721,O
1010,-,O
1010,8171,O
1010,Grand,O
1010,Total,O
1010,:,O
1010,"$3,210.14",B-Total
1010,This,O
1010,invoice,O
1010,was,O
1010,generated,O
1010,automatically.,O
1011,Vendor,O
1011,:,O
1011,Highland,B-Vendor
1011,Insurance,I-Vendor
1011,Co,I-Vendor
1011,A,O
1011,late,O
1011,fee,O
1011,of,O
1011,1.5%,O
1011,per,O
1011,month,O
1011,applies,O
1011,to,O
1011,overdue,O
1011,balances.,O
1011,Order,O
1011,Date,O
1011,:,O
1011,2024-06-02,B-Date
1011,7004,O
1011,Foxglove,O
1011,Boulevard,O
1011,",",O
1011,Elmwood,O
1011,",",O
1011,TX,O
1011,87756,O
1011,Subtotal,O
1011,:,O
1011,"$1,999.99",O
1011,VAT,O
1011,(,O
1011,5.0%,O
1011,),O
1011,:,O
1011,$100.00,B-Tax
1011,Amount,O
1011,Due,O
1011,:,O
1011,"$2,099.99",B-Total
1011,This,O
1011,invoice,O
1011,was,O
1011,generated,O
1011,automatically.,O
1011,+,O
1011,1,O
1011,(,O
1011,845,O
1011,),O
1011,638,O
1011,-,O
1011,2907,O
1012,Tremblay,B-Vendor
1012,&,I-Vendor
1012,Naidoo,I-Vendor
1012,Stoneworks,I-Vendor
1012,Order,O
1012,Date,O
1012,:,O
1012,2025-05-16,B-Date
1012,Subtotal,O
1012,:,O
1012,"$4,305.84",O
1012,7215,O
1012,Elm,O
1012,Avenue,O
1012,",",O
1012,Rivertown,O
1012,",",O
1012,OR,O
1012,34526,O
1012,Tax,O
1012,(,O
1012,8.5%,O
1012,),O
1012,:,O
1012,$366.00,B-Tax
1012,www.tremblaynaidoost.com,O
1012,Total,O
1012,:,O
1012,"$4,671.84",B-Total
1013,5496,O
1013,Foxglove,O
1013,Lane,O
1013,",",O
1013,Brookfield,O
1013,",",O
1013,WI,O
1013,62378,O
1013,From,O
1013,:,O
1013,Cobalt,B-Vendor
1013,Security,I-Vendor
1013,Systems,I-Vendor
1013,Holdings,I-Vendor
1013,Invoice,O
1013,Number,O
1013,:,O
1013,INV-,O
1013,75485,O
1013,Invoice,O
1013,Date,O
1013,:,O
1013,10/01/2025,B-Date
1013,Bill,O
1013,To,O
1013,:,O
1013,Customer,O
1013,Account,O
1013,#,O
1013,8116,O
1013,+,O
1013,1,O
1013,(,O
1013,522,O
1013,),O
1013,547,O
1013,-,O
1013,9968,O
1013,Subtotal,O
1013,:,O
1013,"$2,988.55",O
1013,Tax,O
1013,(,O
1013,8.5%,O
1013,),O
1013,:,O
1013,$254.03,B-Tax
1013,Payment,O
1013,is,O
1013,due,O
1013,within,O
1013,15,O
1013,days,O
1013,of,O
1013,the,O
1013,invoice,O
1013,date.,O
1013,Total,O
1013,Due,O
1013,:,O
1013,"$3,242.58",B-Total
1013,Please,O
1013,remit,O
1013,payment,O
1013,within,O
1013,30,O
1013,days.,O
1014,Sold,O
1014,By,O
1014,:,O
1014,Iron,B-Vendor
1014,Imports,I-Vendor
1014,info,O
1014,@,O
1014,ironimports.com,O
1014,Invoice,O
1014,Number,O
1014,:,O
1014,INV-,O
1014,59622,O
1014,4657,O
1014,Lakeview,O
1014,Avenue,O
1014,",",O
1014,Elmwood,O
1014,",",O
1014,TX,O
1014,48169,O
1014,Order,O
1014,Date,O
1014,:,O
1014,2026-08-25,B-Date
1014,Subtotal,O
1014,:,O
1014,"$1,447.02",O
1014,GST,O
1014,(,O
1014,5.0%,O
1014,),O
1014,:,O
1014,$72.35,B-Tax
1014,+,O
1014,1,O
1014,(,O
1014,280,O
1014,),O
1014,470,O
1014,-,O
1014,6394,O
1014,Total,O
1014,Payable,O
1014,:,O
1014,"$1,519.37",B-Total
1014,5,O
1014,x,O
1014,Replacement,O
1014,Parts,O
1014,Set,O
1014,Thank,O
1014,you,O
1014,for,O
1014,your,O
1014,business.,O
1015,Issued,O
1015,By,O
1015,:,O
1015,Beaumont,B-Vendor
1015,&,I-Vendor
1015,Ludlow,I-Vendor
1015,Chemicals,I-Vendor
1015,www.beaumontludlowch.com,O
1015,Invoice,O
1015,Number,O
1015,:,O
1015,INV-,O
1015,38338,O
1015,Order,O
1015,Date,O
1015,:,O
1015,2026-07-02,B-Date
1015,Subtotal,O
1015,:,O
1015,"$1,408.36",O
1015,6718,O
1015,Cedar,O
1015,Drive,O
1015,",",O
1015,Springfield,O
1015,",",O
1015,IL,O
1015,56445,O
1015,GST,O
1015,(,O
1015,8.0%,O
1015,),O
1015,:,O
1015,$112.67,B-Tax
1015,Total,O
1015,Payable,O
1015,:,O
1015,"$1,521.03",B-Total
1015,Please,O
1015,include,O
1015,the,O
1015,invoice,O
1015,number,O
1015,with,O
1015,your,O
1015,payment.,O
1016,Sold,O
1016,By,O
1016,:,O
1016,Meridian,B-Vendor
1016,&,I-Vendor
1016,Castellano,I-Vendor
1016,Ventures,I-Vendor
1016,A,O
1016,late,O
1016,fee,O
1016,of,O
1016,1.5%,O
1016,per,O
1016,month,O
1016,applies,O
1016,to,O
1016,overdue,O
1016,balances.,O
1016,Invoice,O
1016,Number,O
1016,:,O
1016,INV-,O
1016,27794,O
1016,Date,O
1016,Issued,O
1016,:,O
1016,2026-10-17,B-Date
1016,+,O
1016,1,O
1016,(,O
1016,813,O
1016,),O
1016,965,O
1016,-,O
1016,9179,O
1016,Bill,O
1016,To,O
1016,:,O
1016,Customer,O
1016,Account,O
1016,#,O
1016,3189,O
1016,Subtotal,O
1016,:,O
1016,"$3,598.61",O
1016,GST,O
1016,(,O
1016,5.0%,O
1016,),O
1016,:,O
1016,$179.93,B-Tax
1016,Total,O
1016,Payable,O
1016,:,O
1016,"$3,778.55",B-Total
1016,1189,O
1016,Hillcrest,O
1016,Court,O
1016,",",O
1016,Elmwood,O
1016,",",O
1016,TX,O
1016,15441,O
1017,Remit,O
1017,To,O
1017,:,O
1017,Vermillion,B-Vendor
1017,Insurance,I-Vendor
1017,3,O
1017,x,O
1017,Equipment,O
1017,Rental,O
1017,(,O
1017,weekly,O
1017,),O
1017,Invoice,O
1017,Number,O
1017,:,O
1017,INV-,O
1017,25828,O
1017,Date,O
1017,:,O
1017,11/30/2023,B-Date
1017,GST,O
1017,(,O
1017,6.0%,O
1017,),O
1017,:,O
1017,$77.50,B-Tax
1017,Grand,O
1017,Total,O
1017,:,O
1017,"$1,369.16",B-Total
1017,5425,O
1017,Pine,O
1017,Street,O
1017,",",O
1017,Millbrook,O
1017,",",O
1017,NY,O
1017,40298,O
1017,Please,O
1017,remit,O
1017,payment,O
1017,within,O
1017,30,O
1017,days.,O
1017,+,O
1017,1,O
1017,(,O
1017,751,O
1017,),O
1017,609,O
1017,-,O
1017,5925,O
1018,Remit,O
1018,To,O
1018,:,O
1018,Guzman,B-Vendor
1018,&,I-Vendor
1018,Naidoo,I-Vendor
1018,Insurance,I-Vendor
1018,1,O
1018,x,O
1018,Custom,O
1018,Design,O
1018,Package,O
1018,Invoice,O
1018,Number,O
1018,:,O
1018,INV-,O
1018,78513,O
1018,Bill,O
1018,Date,O
1018,:,O
1018,2023-07-11,B-Date
1018,Sales,O
1018,Tax,O
1018,(,O
1018,7.0%,O
1018,),O
1018,:,O
1018,$346.43,B-Tax
1018,Amount,O
1018,Due,O
1018,:,O
1018,"$5,295.43",B-Total
1018,+,O
1018,1,O
1018,(,O
1018,651,O
1018,),O
1018,902,O
1018,-,O
1018,7717,O
1018,Thank,O
1018,you,O
1018,for,O
1018,your,O
1018,business.,O
1019,www.brightautomotive.com,O
1019,From,O
1019,:,O
1019,Bright,B-Vendor
1019,Automotive,I-Vendor
1019,LLC,I-Vendor
1019,Invoice,O
1019,Number,O
1019,:,O
1019,INV-,O
1019,47960,O
1019,Committed,O
1019,to,O
1019,sustainable,O
1019,practices,O
1019,Order,O
1019,Date,O
1019,:,O
1019,07/14/2024,B-Date
1019,Bill,O
1019,To,O
1019,:,O
1019,Customer,O
1019,Account,O
1019,#,O
1019,8678,O
1019,+,O
1019,1,O
1019,(,O
1019,746,O
1019,),O
1019,912,O
1019,-,O
1019,1201,O
1019,Subtotal,O
1019,:,O
1019,$287.99,O
1019,Tax,O
1019,Rate,O
1019,(,O
1019,7.5%,O
1019,),O
1019,:,O
1019,$21.60,B-Tax
1019,Amount,O
1019,Due,O
1019,:,O
1019,$309.58,B-Total
1019,info,O
1019,@,O
1019,brightautomotive.com,O
1019,This,O
1019,invoice,O
1019,was,O
1019,generated,O
1019,automatically.,O
1020,info,O
1020,@,O
1020,foxglovedesignst.co,O
1020,Issued,O
1020,By,O
1020,:,O
1020,Foxglove,B-Vendor
1020,Design,I-Vendor
1020,Studio,I-Vendor
1020,International,I-Vendor
1020,Invoice,O
1020,Number,O
1020,:,O
1020,INV-,O
1020,10645,O
1020,Issued,O
1020,:,O
1020,10/09/2026,B-Date
1020,1169,O
1020,Hillcrest,O
1020,Road,O
1020,",",O
1020,Cedar,O
1020,Falls,O
1020,",",O
1020,IA,O
1020,56222,O
1020,1,O
1020,x,O
1020,Maintenance,O
1020,Visit,O
1020,Subtotal,O
1020,:,O
1020,"$4,965.40",O
1020,+,O
1020,1,O
1020,(,O
1020,864,O
1020,),O
1020,593,O
1020,-,O
1020,3460,O
1020,Tax,O
1020,Rate,O
1020,(,O
1020,9.0%,O
1020,),O
1020,:,O
1020,$446.89,B-Tax
1020,Amount,O
1020,Due,O
1020,:,O
1020,"$5,412.29",B-Total
1021,Remit,O
1021,To,O
1021,:,O
1021,Cobalt,B-Vendor
1021,Solutions,I-Vendor
1021,Invoice,O
1021,Number,O
1021,:,O
1021,INV-,O
1021,60199,O
1021,info,O
1021,@,O
1021,cobaltsolutions.com,O
1021,www.cobaltsolutions.com,O
1021,Order,O
1021,Date,O
1021,:,O
1021,2023-12-01,B-Date
1021,Bill,O
1021,To,O
1021,:,O
1021,Customer,O
1021,Account,O
1021,#,O
1021,5297,O
1021,Subtotal,O
1021,:,O
1021,$581.45,O
1021,8167,O
1021,Maple,O
1021,Avenue,O
1021,",",O
1021,Elmwood,O
1021,",",O
1021,TX,O
1021,13651,O
1021,Tax,O
1021,Rate,O
1021,(,O
1021,8.5%,O
1021,),O
1021,:,O
1021,$49.42,B-Tax
1021,Amount,O
1021,Due,O
1021,:,O
1021,$630.88,B-Total
1021,We,O
1021,appreciate,O
1021,your,O
1021,prompt,O
1021,payment.,O
1021,Committed,O
1021,to,O
1021,sustainable,O
1021,practices,O
1022,www.ironfurnituregro.com,O
1022,Issued,O
1022,By,O
1022,:,O
1022,Iron,B-Vendor
1022,Furniture,I-Vendor
1022,Group,I-Vendor
1022,Invoice,O
1022,Number,O
1022,:,O
1022,INV-,O
1022,76081,O
1022,info,O
1022,@,O
1022,ironfurnituregro.co,O
1022,Invoice,O
1022,Date,O
1022,:,O
1022,2026-03-01,B-Date
1022,Disputes,O
1022,must,O
1022,be,O
1022,raised,O
1022,within,O
1022,30,O
1022,days,O
1022,of,O
1022,receipt.,O
1022,1521,O
1022,Sunset,O
1022,Street,O
1022,",",O
1022,Lakewood,O
1022,",",O
1022,CO,O
1022,16816,O
1022,Bill,O
1022,To,O
1022,:,O
1022,Customer,O
1022,Account,O
1022,#,O
1022,3399,O
1022,VAT,O
1022,(,O
1022,7.0%,O
1022,),O
1022,:,O
1022,$273.14,B-Tax
1022,Net,O
1022,Total,O
1022,:,O
1022,"$4,175.21",B-Total
1023,Please,O
1023,include,O
1023,the,O
1023,invoice,O
1023,number,O
1023,with,O
1023,your,O
1023,payment.,O
1023,Sold,O
1023,By,O
1023,:,O
1023,Ludlow,B-Vendor
1023,&,I-Vendor
1023,Adebayo,I-Vendor
1023,Logistics,I-Vendor
1023,Invoice,O
1023,Number,O
1023,:,O
1023,INV-,O
1023,74194,O
1023,Date,O
1023,:,O
1023,2023-01-07,B-Date
1023,Subtotal,O
1023,:,O
1023,$211.82,O
1023,Sales,O
1023,Tax,O
1023,(,O
1023,7.5%,O
1023,),O
1023,:,O
1023,$15.89,B-Tax
1023,Balance,O
1023,Due,O
1023,:,O
1023,$227.71,B-Total
1024,Billed,O
1024,By,O
1024,:,O
1024,Whitmore,B-Vendor
1024,&,I-Vendor
1024,Lindqvist,I-Vendor
1024,Botanical,I-Vendor
1024,Supply,I-Vendor
1024,www.whitmorelindqvis.com,O
1024,Bill,O
1024,Date,O
1024,:,O
1024,12/18/2024,B-Date
1024,info,O
1024,@,O
1024,whitmorelindqvis.net,O
1024,Bill,O
1024,To,O
1024,:,O
1024,Customer,O
1024,Account,O
1024,#,O
1024,1016,O
1024,Subtotal,O
1024,:,O
1024,"$3,345.62",O
1024,GST,O
1024,(,O
1024,5.0%,O
1024,),O
1024,:,O
1024,$167.28,B-Tax
1024,597,O
1024,Cedar,O
1024,Street,O
1024,",",O
1024,Brookfield,O
1024,",",O
1024,WI,O
1024,32273,O
1024,Total,O
1024,:,O
1024,"$3,512.90",B-Total
1024,Questions,O
1024,about,O
1024,this,O
1024,invoice,O
1024,?,O
1024,Contact,O
1024,billing.,O
1025,Pemberton,B-Vendor
1025,&,I-Vendor
1025,Panopticon,I-Vendor
1025,Tutoring,I-Vendor
1025,Bill,O
1025,Date,O
1025,:,O
1025,2024-12-05,B-Date
1025,Bill,O
1025,To,O
1025,:,O
1025,Customer,O
1025,Account,O
1025,#,O
1025,7272,O
1025,Subtotal,O
1025,:,O
1025,"$2,227.34",O
1025,GST,O
1025,(,O
1025,8.0%,O
1025,),O
1025,:,O
1025,$178.19,B-Tax
1025,Total,O
1025,Due,O
1025,:,O
1025,"$2,405.53",B-Total
1025,Please,O
1025,remit,O
1025,payment,O
1025,within,O
1025,30,O
1025,days.,O
1026,+,O
1026,1,O
1026,(,O
1026,569,O
1026,),O
1026,243,O
1026,-,O
1026,6426,O
1026,Sold,O
1026,By,O
1026,:,O
1026,Hawthorne,B-Vendor
1026,Materials,I-Vendor
1026,Enterprises,I-Vendor
1026,www.hawthornemateria.com,O
1026,info,O
1026,@,O
1026,hawthornemateria.com,O
1026,Issued,O
1026,:,O
1026,2023-04-29,B-Date
1026,Committed,O
1026,to,O
1026,sustainable,O
1026,practices,O
1026,Subtotal,O
1026,:,O
1026,$405.83,O
1026,VAT,O
1026,(,O
1026,10.0%,O
1026,),O
1026,:,O
1026,$40.58,B-Tax
1026,Balance,O
1026,Due,O
1026,:,O
1026,$446.42,B-Total
1026,Payment,O
1026,is,O
1026,due,O
1026,within,O
1026,30,O
1026,days.,O
1026,Thank,O
1026,you,O
1026,for,O
1026,your,O
1026,business.,O
1027,info,O
1027,@,O
1027,vasilenkofenwick.com,O
1027,Vendor,O
1027,:,O
1027,Vasilenko,B-Vendor
1027,&,I-Vendor
1027,Fenwick,I-Vendor
1027,Engineering,I-Vendor
1027,Invoice,O
1027,Number,O
1027,:,O
1027,INV-,O
1027,50505,O
1027,Date,O
1027,:,O
1027,01/26/2026,B-Date
1027,Subtotal,O
1027,:,O
1027,"$1,219.33",O
1027,Tax,O
1027,Rate,O
1027,(,O
1027,7.0%,O
1027,),O
1027,:,O
1027,$85.35,B-Tax
1027,Grand,O
1027,Total,O
1027,:,O
1027,"$1,304.68",B-Total
1027,www.vasilenkofenwick.com,O
1027,+,O
1027,1,O
1027,(,O
1027,464,O
1027,),O
1027,622,O
1027,-,O
1027,6398,O
1027,This,O
1027,invoice,O
1027,was,O
1027,generated,O
1027,automatically.,O
1027,8418,O
1027,Birch,O
1027,Court,O
1027,",",O
1027,Ashland,O
1027,",",O
1027,OH,O
1027,84740,O
1028,4,O
1028,x,O
1028,Premium,O
1028,Support,O
1028,Plan,O
1028,Disputes,O
1028,must,O
1028,be,O
1028,raised,O
1028,within,O
1028,30,O
1028,days,O
1028,of,O
1028,receipt.,O
1028,Whitfield,B-Vendor
1028,Transport,I-Vendor
1028,Partners,I-Vendor
1028,Invoice,O
1028,Number,O
1028,:,O
1028,INV-,O
1028,24532,O
1028,Date,O
1028,Issued,O
1028,:,O
1028,2025-06-18,B-Date
1028,Subtotal,O
1028,:,O
1028,"$2,550.22",O
1028,Tax,O
1028,(,O
1028,10.0%,O
1028,),O
1028,:,O
1028,$255.02,B-Tax
1028,Total,O
1028,:,O
